epoch,train_loss,train_acc,val_loss,val_acc
1,1.771327,36.3400,1.452597,47.6200
2,1.198196,56.7200,0.987853,64.7400
3,0.916021,67.7244,0.920464,67.4600
4,0.754705,73.4044,0.785857,73.0600
5,0.648109,77.2978,0.707733,76.4600
6,0.589844,79.4911,0.733375,77.4800
7,0.522383,81.8844,0.659863,78.4800
8,0.487460,83.1267,0.556531,81.8800
9,0.452026,84.4867,0.609737,80.0800
10,0.421355,85.3311,0.538578,82.8000
11,0.388775,86.5689,0.526253,83.2000
12,0.362888,87.4667,0.544386,83.3200
13,0.340240,88.3556,0.555313,83.0400
14,0.331414,88.7356,0.507690,83.6200
15,0.314424,89.2311,0.536096,83.7600
16,0.291701,89.8733,0.480212,84.9600
17,0.281826,90.2356,0.517151,84.8600
18,0.275125,90.4311,0.500420,84.4000
19,0.270865,90.5778,0.527696,84.5000
20,0.248743,91.3467,0.543142,85.3800
21,0.246501,91.5867,0.560428,84.1000
22,0.236210,91.9533,0.517981,85.5200
23,0.231864,91.9911,0.488483,86.2200
24,0.224340,92.2867,0.551398,85.4800
25,0.219060,92.5244,0.558222,85.5600
26,0.215208,92.6911,0.638561,85.1600
27,0.199960,93.1711,0.490355,85.8800
28,0.196579,93.3956,0.493524,85.6400
29,0.200016,93.3489,0.484603,86.0600
30,0.190677,93.4000,0.539289,85.1000
31,0.188642,93.6178,0.530637,86.4200
32,0.187845,93.5778,0.519576,85.9000
33,0.178505,93.9378,0.551183,85.6600
34,0.175245,94.1511,0.538961,85.9600
35,0.175959,94.1244,0.571454,85.2800
36,0.168798,94.4000,0.568760,85.9600
37,0.180955,93.8844,0.597513,85.4000
38,0.161597,94.5311,0.601061,85.0800
39,0.161614,94.6156,0.550253,86.7000
40,0.160207,94.6178,0.566630,85.6800
41,0.156325,94.7511,0.612786,85.4200
42,0.152740,94.9200,0.630046,85.7800
43,0.159393,94.6778,0.575193,86.6400
44,0.154422,94.8289,0.616704,85.0200
45,0.151443,94.9533,0.620266,86.3200
46,0.144634,95.0667,0.629983,85.8200
47,0.148760,95.0933,0.558488,86.1200
48,0.141414,95.3111,0.600044,85.6000
49,0.140206,95.3533,0.601867,85.7000
50,0.140412,95.3667,0.615790,86.5000
